"ACTIVITY_KEY"	"ACTIVITYALT_KEY"	"ACTIVITYNAME"	"ACTIVITYSHORTNAME"	"ACTIVITYSHORTNAMEENUM"	"ACTIVITYGROUP"	"ACTIVITYSUBGROUP"	"ACTIVITYSEGMENT"	"ACTIVITYVALIDCODE"	"INDUSTRYALT_KEY"	"BSR1ACODE"	"BSR1BCODE"	"FOODPRO"	"ACTIVITYLBRCODE"	"ASSETCLASS"	"BSR3CODE"	"CIBIL_CONSUMERACTYPE"	"COMODITYCODE"	"SECTORLBRCODE"	"SICKINDUSTRYCODE"	"SICKSSIINDALT_KEY"	"ASSETCLASSNORM"	"OTHERASSETS"	"MINORACTIVITY"	"SHGACTIVITY"	"PROD"	"INV"	"NF"	"ACT_TYPE"	"LBRGROUP"	"LBRSUBGROUP"	"LBRCODE"	"ACT_PH"	"CIBILBUSINESSINDUSTRYTYPE"	"SICCODE"	"ACTIVITYSUBGROUPDESCRIPTION"	"INTREST_FREQ"	"SRCSYSACTIVITYCODE"	"SRCSYSACTIVITYCODE1"	"SRCSYSACTIVITYNAME"	"SRCSYSACTIVITYNAME1"	"DESTSYSACTIVITYCODE"	"AUTHORISATIONSTATUS"	"EFFECTIVEFROMTIMEKEY"	"EFFECTIVETOTIMEKEY"	"CREATEDBY"	"DATECREATED"	"MODIFIEDBY"	"DATEMODIFIE"	"APPROVEDBY"	"DATEAPPROVED"	"D2KTIMESTAMP"	"VCI"	"IRBMARK"	"EWSINDUSTRYALT_KEY"	"BSEINDUSTRYALT_KEY"	"EWSKEYSECTORALT_KEY"	"NEWACTIVITYSEGMENT"	"ALLIED_AGR"
1199	7381	"MANU. OF PERSONAL CARE PRODUCTS ? DENTAL"	"MANU-PERSCARE-DENTAL"	"MANU-PERSCARE-DENTAL"	"MANUFACTURING"	"CHEMICALS"	" "	"N"	23	"24204"	"299"		""	"NORMAL"	""	""	"512"	""	""	55	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"NON PRIORITY SECTOR"	"NPS-OTHERS"	99	""	"01"	""	"CHEMICAL INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F192C	""	""				" "	"N"
1143	7155	"EARTHENWARE, POTTERY, CHINAWARE ETC"	"EARTHENWARE-POTTERY"	"EARTHENWARE-POTTERY"	"MANUFACTURING"	"GLASS"	" "	"N"	31	"26901"	"340"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"GLASS INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F192D	""	""				" "	"N"
1201	7383	"MANU. OF PERSONAL CARE PRODUCTS ? FABRIC WASH"	"MANU-PERSCARE-FABRIC"	"MANU-PERSCARE-FABRIC"	"MANUFACTURING"	"CHEMICALS"	" "	"N"	23	"24204"	"299"		""	"NORMAL"	""	""	"512"	""	""	55	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"NON PRIORITY SECTOR"	"NPS-OTHERS"	99	""	"01"	""	"CHEMICAL INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F192E	""	""				" "	"N"
1151	7214	"PIPE, POLES, CONCRETE PRODUCTS"	"PIPE-POLE-CONCRETE"	"PIPE-POLE-CONCRETE"	"MANUFACTURING"	"CEMENT"	" "	"Y"	24	"26903"	"300"		""	"NORMAL"	""	"00"	"999"	""	""	40	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"CEMENT INDUSTRIES"	""	"7214"	""	"MNFG.-PIPE, POLES, CONCRETE PRODUCTS"	""	""	""	1400	49999	""		""		""		00000000000F192F	""	""				" "	"N"
1203	7386	"NON EDIBLE OILS"	"NON-EDIBLE-OIL"	"NON-EDIBLE-OIL"	"MANUFACTURING"	"CHEMICALS"	" "	"N"	31	"24212"	"299"		""	"NORMAL"	""	""	"512"	""	""	95	"NONAGRI"	""	""	""	""	""	""	""	""	""		""	"01"	""	"CHEMICAL INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1930	""	""				" "	"N"
1153	7299	"MFG OF OTHER CEMENT PRODUCTS"	"MFG-OTH-CEMENT-PROD"	"MFG-OTH-CEMENT-PROD"	"MANUFACTURING"	"CEMENT"	" "	"Y"	24	"26903"	"300"		""	"NORMAL"	""	"00"	"999"	""	""	40	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"CEMENT INDUSTRIES"	""	"7299"	""	"MFG OF OTHER CEMENT PRODUCTS"	""	""	""	1400	49999	""		""		""		00000000000F1931	""	""				" "	"N"
1155	7302	"INDIAN BULK DRUGS"	"INDIAN-BLK-DRUG"	"INDIAN-BLK-DRUG"	"MANUFACTURING"	"CHEMICALS"	" "	"N"	22	"24203"	"292"		""	"NORMAL"	""	""	"513"	""	""	55	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"CHEMICAL INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1932	""	""				" "	"N"
1215	7405	"MFG OF POLYMERS ? PTA DMT"	"MFG-POLYMERS-PTA-DMT"	"MFG-POLYMERS-PTA-DMT"	"MANUFACTURING"	"PETRO"	" "	"N"	20	"23201"	"340"		""	"NORMAL"	""	""	"519"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"PETROCHEMICAL INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1933	""	""				" "	"N"
1157	7304	"I.V. FLUIDS"	"I-V-FLUID"	"I-V-FLUID"	"MANUFACTURING"	"CHEMICALS"	" "	"N"	22	"24203"	"292"		""	"NORMAL"	""	""	"513"	""	""	55	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"CHEMICAL INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1934	""	""				" "	"N"
1217	7407	"MFG OF POLYMERS ? LDPE"	"MFG-POLYMERS-LDPE"	"MFG-POLYMERS-LDPE"	"MANUFACTURING"	"PETRO"	" "	"N"	20	"23201"	"340"		""	"NORMAL"	""	""	"519"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"PETROCHEMICAL INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1935	""	""				" "	"N"
1159	7306	"MULTINATIONALS ? FORMULATIONS/ BULK DRUGS"	"MULTINAT-FORMU-DRUG"	"MULTINAT-FORMU-DRUG"	"MANUFACTURING"	"CHEMICALS"	" "	"N"	22	"24203"	"292"		""	"NORMAL"	""	""	"513"	""	""	55	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"CHEMICAL INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1936	""	""				" "	"N"
1219	7409	"MFG OF POLYMERS ? PP"	"MFG-POLYMERS-PP"	"MFG-POLYMERS-PP"	"MANUFACTURING"	"PETRO"	" "	"N"	20	"23201"	"340"		""	"NORMAL"	""	""	"519"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"PETROCHEMICAL INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1937	""	""				" "	"N"
1161	7308	"AYURVEDIC DRUGS & PHARMACEUTICALS"	"AYUR-DRUG-PHARMA"	"AYUR-DRUG-PHARMA"	"MANUFACTURING"	"CHEMICALS"	" "	"N"	22	"24203"	"292"		""	"NORMAL"	""	""	"513"	""	""	55	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"CHEMICAL INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1938	""	""				" "	"N"
1221	7411	"MFG OF POLYMERS ? OTHERS"	"MFG-POLYMERS-OTHERS"	"MFG-POLYMERS-OTHERS"	"MANUFACTURING"	"PETRO"	" "	"N"	20	"23201"	"340"		""	"NORMAL"	""	""	"519"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"PETROCHEMICAL INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1939	""	""				" "	"N"
2338	7310	"ANY OTHER DRUGS & PHARMACEUTICALS"	"ANY-OTH-DRUG-PHARMA"	"ANY-OTH-DRUG-PHARMA"	"MANUFACTURING"	"CHEMICALS"	" "	"N"	22	"24203"	"292"		""	"NORMAL"	""	""	"513"	""	""	55	"NONAGRI"	""	""	""	""	""	""	""	""	""		""	"11"	""	"CHEMICAL INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F193A	""	""				" "	"N"
1223	7417	"MFG OF COAL TAR DYE STUFFS"	"MFG-COALTAR-DYESTU"	"MFG-COALTAR-DYESTU"	"MANUFACTURING"	"PETRO"	" "	"N"	20	"23101"	"340"		""	"NORMAL"	""	""	"509"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"PETROCHEMICAL INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F193B	""	""				" "	"N"
1164	7316	"MATCHES-SMALL SCALE"	"MATCHE-SMALL-SCALE"	"MATCHE-SMALL-SCALE"	"MANUFACTURING"	"CHEMICALS"	" "	"N"	31	"24211"	"299"		""	"NORMAL"	""	""	"516"	""	""	95	"NONAGRI"	""	""	""	""	""	""	""	""	""		""	"01"	""	"CHEMICAL INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F193C	""	""				" "	"N"
1225	7501	"PIG IRON"	"PIG-IRON"	"PIG-IRON"	"MANUFACTURING"	"FERROUS"	" "	"N"	3	"27101"	"310"		""	"NORMAL"	""	""	"630"	""	""	45	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"IRON INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F193D	""	""				" "	"N"
1166	7318	"FIREWORKS"	"FIREWORKS"	"FIREWORKS"	"MANUFACTURING"	"CHEMICALS"	" "	"N"	31	"24211"	"299"		""	"NORMAL"	""	""	"516"	""	""	95	"NONAGRI"	""	""	""	""	""	""	""	""	""		""	"01"	""	"CHEMICAL INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F193E	""	""				" "	"N"
1227	7503	"ALLOY STEEL"	"ALLOY-STEEL"	"ALLOY-STEEL"	"MANUFACTURING"	"FERROUS"	" "	"N"	3	"27101"	"310"		""	"NORMAL"	""	""	"638"	""	""	45	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"IRON INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F193F	""	""				" "	"N"
1168	7321	"PESTICIDES, INSECTICIDES, HERBICIDES (INDIAN"	"PESTI-INSEC-INDIAN"	"PESTI-INSEC-INDIAN"	"MANUFACTURING"	"CHEMICALS"	" "	"N"	23	"24201"	"299"		""	"NORMAL"	""	""	"513"	""	""	55	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"CHEMICAL INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1940	""	""				" "	"N"
1229	7505	"STAINLESS STEEL"	"STAINLESS-STEEL"	"STAINLESS-STEEL"	"MANUFACTURING"	"FERROUS"	" "	"N"	3	"27101"	"310"		""	"NORMAL"	""	""	"630"	""	""	45	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"IRON INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1941	""	""				" "	"N"
1320	7714	"MANU OF  BORING , BROACHING ,  DRILLING MACHINES"	"MANU-BORING-BROCHING"	"MANU-BORING-BROCHING"	"MANUFACTURING"	"LIGHT-ENG"	" "	"N"	8	"29203"	"321"		""	"NORMAL"	""	""	"999"	""	""	10	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"LIGHT ENGINEERING INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1942	""	""				" "	"N"
1026	6523	"KNITTING/PROCESSING UNITS-WOOLEN"	"KNIT PROC UNITS"	"KNIT PROC UNITS"	"MANUFACTURING"	"TEXTILES"	" "	"N"	12	"17104"	"219"		""	"NORMAL"	""	""	"999"	""	""	20	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"TEXTILE INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1943	"Y"	""				" "	"N"
1322	7716	"MANU OF   GRINDING, LAPPING, HONING MACHINES"	"MANU-GRINDING-LAPING"	"MANU-GRINDING-LAPING"	"MANUFACTURING"	"LIGHT-ENG"	" "	"N"	8	"29209"	"321"		""	"NORMAL"	""	""	"999"	""	""	10	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"LIGHT ENGINEERING INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1944	""	""				" "	"N"
1028	6525	"EMBROIDERY AND MAKING OF LACES"	"EMBROIDERY"	"EMBROIDERY"	"MANUFACTURING"	"TEXTILES"	" "	"Y"	12	"17209"	"219"		""	"NORMAL"	""	"00"	"999"	""	""	20	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"TEXTILE INDUSTRIES"	""	"6525"	""	"MNFG.-EMBROIDERY AND MAKING OF LACES"	""	""	""	1400	49999	""		""		""		00000000000F1945	"Y"	""				" "	"N"
1344	7773	"WEAPONS & AMMUNITIONS ? FOR DEFENSE"	"WEAP-AMMU-FOR-DEFENS"	"WEAP-AMMU-FOR-DEFENS"	"MANUFACTURING"	"LIGHT-ENG"	" "	"N"	8	"29208"	"321"		""	"NORMAL"	""	""	"515"	""	""	10	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"LIGHT ENGINEERING INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1946	""	""				" "	"N"
1030	6527	"WATERPROOF TEXTILES, FABRICS"	"WATERPROOF-TEXT-FABR"	"WATERPROOF-TEXT-FABR"	"MANUFACTURING"	"TEXTILES"	" "	"N"	12	"17209"	"219"		""	"NORMAL"	""	""	"999"	""	""	20	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"TEXTILE INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1947	"Y"	""				" "	"N"
1346	7775	"WATCHES & CLOCKS"	"WATCH-CLOCK-MNF"	"WATCH-CLOCK-MNF"	"MANUFACTURING"	"LIGHT-ENG"	" "	"N"	8	"33301"	"321"		""	"NORMAL"	""	""	"999"	""	""	10	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"LIGHT ENGINEERING INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1948	""	""				" "	"N"
2346	7639	"BOILER FOR INDUSTRIAL USE--LARGE SCALE"	"BOILER-IND-USE"	"BOILER-IND-USE"	"MANUFACTURING"	"HVY-ENGG"	" "	"N"	8	"28101"	"310"		""	"NORMAL"	""	""	"999"	""	""	10	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	""	""		""	"01"	""	"HEAVY ENGINEERING INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F18F0	""	""				" "	"N"
974	6285	"MAN. OF COMMON IODISED SALT"	"MANUF-IODISED-SALT"	"MANUF-IODISED-SALT"	"MANUFACTURING"	"FOOD"	" "	"N"	15	"15409"	"209"		""	"NORMAL"	""	""	"999"	""	""	85	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"FOOD PROCESSING INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F18F1	"Y"	""				"AGRI-Ancillary "	"N"
2348	7641	"BOILER FOR PASTURISATION UNITS FOR DAIRY PRODUCTS"	"BOILER-PASTUR-DAIRY"	"BOILER-PASTUR-DAIRY"	"MANUFACTURING"	"HVY-ENGG"	" "	"N"	8	"28101"	"310"		""	"NORMAL"	""	""	"999"	""	""	10	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	""	""		""	"01"	""	"HEAVY ENGINEERING INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F18F2	""	""				" "	"N"
2478	6290	"COLD STORAGE"	"COLD-STORAGE"	"COLD-STORAGE"	"MANUFACTURING"	"INFRA CONSTN"	" "	"N"	27	"01181"	"199"		""	"NORMAL"	""	""	""	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	""	"STORAGE & MARKET YARDS"	"COLD STORAGE UNITS"	56	""	"01"	""	"FOOD PROCESSING INDUSTRIES"	""	""	""	""	""	""	""	2919	49999	""	28-DEC-12	"D2K"		""		00000000000F18F3	""	""				" "	"N"
2350	7643	"MANUFACTURING OF MACHINERY FOR SOLVENT EXTRACTION"	"MANU-MACHI-SOLVENT"	"MANU-MACHI-SOLVENT"	"MANUFACTURING"	"HVY-ENGG"	" "	"N"	8	"29109"	"321"		""	"NORMAL"	""	""	"999"	""	""	10	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	""	""		""	"01"	""	"HEAVY ENGINEERING INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F18F4	""	""				" "	"N"
978	6299	"ANY OTHER FOOD MANUFACTURING / PROCESSING"	"ANY-OYH-MNF-PROCESS"	"ANY-OYH-MNF-PROCESS"	"MANUFACTURING"	"FOOD"	" "	"Y"	15	"15409"	"209"		""	"NORMAL"	""	"00"	"019"	""	""	85	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"FOOD PROCESSING INDUSTRIES"	""	"6299"	""	"ANY OTHER FOOD MANUFACTURING / PROCESSING"	""	""	""	1400	49999	""		""		""		00000000000F18F5	"Y"	""				"AGRI-Ancillary "	"N"
2352	7645	"MACH. FOR PRODUCING WATER PURIFIER"	"MECH-PROD-WATER-PURI"	"MECH-PROD-WATER-PURI"	"MANUFACTURING"	"HVY-ENGG"	" "	"N"	8	"29109"	"321"		""	"NORMAL"	""	""	"999"	""	""	10	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	""	""		""	"01"	""	"HEAVY ENGINEERING INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F18F6	""	""				" "	"N"
980	6311	"COUNTRY, TODDY & MALT LIQUOR"	"COUNTRY-TODAY-MALT"	"COUNTRY-TODAY-MALT"	"MANUFACTURING"	"BEVERAGE"	" "	"N"	31	"15501"	"340"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"BEVERAGE INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F18F7	"Y"	""				" "	"N"
2383	7647	"M S RODS"	"MANU MS ROD"	"MANU MS ROD"	"MANUFACTURING"	"HVY-ENGG"	" "	"N"	8	"27101"	"310"		""	""	""	""	"999"	""	""	10	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	""	""		""	"11"	""	"HEAVY ENGINEERING INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F18F8	""	""				" "	"N"
982	6313	"MANUFACTURE OF MALT LIQUORS OTHER THAN BEER -"	"MANU-MALT-LIQR-BEER"	"MANU-MALT-LIQR-BEER"	"MANUFACTURING"	"BEVERAGE"	" "	"N"	31	"15501"	"340"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"BEVERAGE INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F18F9	"Y"	""				" "	"N"
2390	7649	"CASTINGS & FORGING"	"MANU CSTNG FORGNG"	"MANU CSTNG FORGNG"	"MANUFACTURING"	"HVY-ENGG"	" "	"N"	8	"27301"	"310"		""	""	""	""	"999"	""	""	10	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	""	""		""	"11"	""	"HEAVY ENGINEERING INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F18FA	""	""				" "	"N"
2312	6315	"MAKING OF WINE"	"MAKING-WINE"	"MAKING-WINE"	"MANUFACTURING"	"BEVERAGE"	" "	"N"	31	"15501"	"340"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	""	""	""		""	"01"	""	"BEVERAGE INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F18FB	"Y"	""				" "	"N"
2391	7651	"ENGINEERING & FABRICATION"	"MANU ENG FABRI"	"MANU ENG FABRI"	"MANUFACTURING"	"HVY-ENGG"	" "	"N"	8	"74201"	"711"		""	""	""	""	"999"	""	""	10	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	""	""		""	"11"	""	"HEAVY ENGINEERING INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F18FC	""	""				" "	"N"
1313	7701	"LIGHT AGRI. MACH. EQUIPS. & PARTS"	"LIGHT-AGRI-MACH-EQP"	"LIGHT-AGRI-MACH-EQP"	"MANUFACTURING"	"LIGHT-ENG"	" "	"N"	8	"29206"	"321"		""	"NORMAL"	""	""	"999"	""	""	10	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"IV-AG"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"LIGHT ENGINEERING INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F18FD	""	""				" "	"N"
1109	6923	"PLASTIC SHEETS"	"PLASTIC-SHEET"	"PLASTIC-SHEET"	"MANUFACTURING"	"PLASTIC"	" "	"N"	31	"25201"	"240"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"PLASTIC INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F18FE	""	""				" "	"N"
985	6330	"AERATED WATER (SODA WATER)"	"AERTD-WATR-SODA"	"AERTD-WATR-SODA"	"MANUFACTURING"	"BEVERAGE"	" "	"Y"	31	"15502"	"340"		""	"NORMAL"	""	"00"	"999"	""	""	95	"NONAGRI"	"E"	"C"	"C"	"E"	"E"	"C"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"BEVERAGE INDUSTRIES"	""	"6330"	""	"MNFG.-AERATED WATER (SODA WATER)"	""	""	""	1400	49999	""		""		""		00000000000F18FF	"Y"	""				" "	"N"
298	2993	"VEGETABLES PROCESSING (INDR)"	"VEG PROC INDR"	"VEG PROC INDR"	"AGRICULTURE"	"AG-INDR"	"AGRO PROC"	"N"	15	"15103"	"209"		""	"NORMAL"	""	""	"011"	""	""	85	"NONAGRI"	""	""	""	""	""	""	""	""	""		""	"09"	""	"AGRICULTURE-INDIRECT"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1901	""	""				"AGRI-Ancillary"	"N"
987	6333	"SYNTHETIC CONCENTRATES/ SYRUPS"	"SYNTHETIC-CONCRT-SYP"	"SYNTHETIC-CONCRT-SYP"	"MANUFACTURING"	"BEVERAGE"	" "	"N"	31	"15502"	"340"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"BEVERAGE INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1902	"Y"	""				" "	"N"
10010	3019	"SCHOOL BUS TO TRANSPORT OPERATORS"	"SCH-BUS-RTO"	"SCH-BUS-RTO"	"SERVICES"	"ROAD-TPT"	" "	"N"		"60204"	"600"		""	"NORMAL"	""	"54"	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	""	"NON FARM SECTOR & SSI"	"MISCELLANEOUS"	71	""	"06"	""	"ROAD TRANSPORT"	""	""	""	""	""	""	""	1400	49999	""		""		""		00000000000F1903	""	""				" "	"N"
2313	6410	"TOBACCO PROCESSING UNITS"	"TOBACCO-PROCC-UNIT"	"TOBACCO-PROCC-UNIT"	"MANUFACTURING"	"TOBACCO"	" "	"N"	17	"16001"	"340"		""	"NORMAL"	""	""	"103"	""	""	70	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"TOBACCO INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1904	"Y"	""				" "	"N"
