"IDENTITYKEY"	"USERID"	"DESCRIPTION"	"MODE_"	"STARTTIME"	"ENDTIME"	"TIMETAKEN_SEC"	"TIMEKEY"	"SETID"	"PROC_LOC"	"STATUSFLAG"
13849	"dm762"	"ProvisionComputationSecured"	"COMPLETE"	23-DEC-24 12.55.00.340000000 PM	23-DEC-24 12.55.08.497000000 PM	8	27215	5	""	""
13850	"dm762"	"GovtGurCoverAmount"	"COMPLETE"	23-DEC-24 12.55.08.497000000 PM	23-DEC-24 12.55.10.293000000 PM	2	27215	5	""	""
13851	"dm762"	"UpdationProvisionComputationUnSecured"	"COMPLETE"	23-DEC-24 12.55.10.293000000 PM	23-DEC-24 12.55.17.607000000 PM	7	27215	5	""	""
13852	"dm762"	"UpdationTotalProvision"	"COMPLETE"	23-DEC-24 12.55.17.607000000 PM	23-DEC-24 12.55.26.247000000 PM	9	27215	5	""	""
13853	"dm762"	"Global table to Main Table"	"COMPLETE"	23-DEC-24 12.55.43.560000000 PM	23-DEC-24 12.55.51.607000000 PM	8	27215	6	""	""
13854	"dm762"	"InsertDataIntoHistTable"	"RUNNING"	23-DEC-24 12.55.51.607000000 PM			27215	6	""	""
14822	"TF743"	"INSERT DATA FOR PRO.CUSTOMERCAL CAL TABLE"	"COMPLETE"	10-JAN-25 02.13.16.573000000 PM	10-JAN-25 02.13.19.700000000 PM	3	27216	28	""	""
14823	"TF743"	"INSERT DATA IN ACCOUNTCAL TABLE"	"COMPLETE"	10-JAN-25 02.13.19.700000000 PM	10-JAN-25 02.13.30.527000000 PM	11	27216	28	""	""
14824	"TF743"	"UPDATE PANNO"	"COMPLETE"	10-JAN-25 02.13.30.527000000 PM	10-JAN-25 02.13.30.697000000 PM	0	27216	28	""	""
14825	"TF743"	"UPDATE AADHAR NUMBER IN CUSTOMER CAL"	"COMPLETE"	10-JAN-25 02.13.30.697000000 PM	10-JAN-25 02.13.30.870000000 PM	0	27216	28	""	""
14826	"TF743"	"INSERT INVALID PANCARDNO|AADHARCARDNO"	"COMPLETE"	10-JAN-25 02.13.30.870000000 PM	10-JAN-25 02.13.31.120000000 PM	1	27216	28	""	""
14827	"TF743"	"UPDATE ProductCode IN ACCOUNTCAL"	"COMPLETE"	10-JAN-25 02.13.31.120000000 PM	10-JAN-25 02.13.39.600000000 PM	8	27216	28	""	""
14828	"TF743"	"UPDATE DRAWINGPOWER|REVIEWDUEDT FOR ALL ACCOUNT"	"COMPLETE"	10-JAN-25 02.13.39.600000000 PM	10-JAN-25 02.13.42.853000000 PM	3	27216	28	""	""
14829	"TF743"	"UPDATE Asset_Norm|FacilityType ISLAD  ACCOUNT"	"COMPLETE"	10-JAN-25 02.13.42.853000000 PM	10-JAN-25 02.13.44.330000000 PM	2	27216	28	""	""
14830	"TF743"	"UPDATE BANK ASSET CLASSIFICATION IN ACCOUNTCAL"	"COMPLETE"	10-JAN-25 02.13.44.330000000 PM	10-JAN-25 02.13.44.363000000 PM	0	27216	28	""	""
14831	"TF743"	"UPDATE ContiExcessDt FOR CC ACCOUNT"	"COMPLETE"	10-JAN-25 02.13.44.363000000 PM	10-JAN-25 02.14.00.083000000 PM	16	27216	28	""	""
14832	"TF743"	"UPDATE Balance,LastCrDate,CreditsinceDt FOR ALL ACCOUNT"	"COMPLETE"	10-JAN-25 02.14.00.083000000 PM	10-JAN-25 02.14.07.947000000 PM	7	27216	28	""	""
14833	"TF743"	"UPDATE OVERDUE SINCE DATE DUE TO DPD MAX FOR VISION PLUS DATA ONLY"	"COMPLETE"	10-JAN-25 02.14.08.323000000 PM	10-JAN-25 02.14.12.650000000 PM	4	27216	28	""	""
14834	"TF743"	"SrcAssetClass_Key key|SysAssetClassAlt_Key"	"COMPLETE"	10-JAN-25 02.14.12.650000000 PM	10-JAN-25 02.14.16.890000000 PM	4	27216	28	""	""
14835	"TF743"	"UPDATE SYSASSETCLASSALT_KEY|SYSNPA_DT BY PAN NO"	"COMPLETE"	10-JAN-25 02.14.16.890000000 PM	10-JAN-25 02.14.16.890000000 PM	0	27216	28	""	""
14836	"TF743"	"UPDATE SYSASSETCLASSALT_KEY|SYSNPA_DT BY AADHARCARD NO"	"COMPLETE"	10-JAN-25 02.14.16.890000000 PM	10-JAN-25 02.14.16.890000000 PM	0	27216	28	""	""
14837	"TF743"	"SplCatg Alt_Key ACCOUNT LEVEL"	"COMPLETE"	10-JAN-25 02.14.16.890000000 PM	10-JAN-25 02.14.20.927000000 PM	4	27216	28	""	""
14838	"TF743"	"UPDATE SplCatg Alt_Key CUSTOMER LEVEL"	"COMPLETE"	10-JAN-25 02.14.20.927000000 PM	10-JAN-25 02.14.22.120000000 PM	2	27216	28	""	""
14839	"TF743"	"MARKING OF ALWAYS STD Account LEVEL"	"COMPLETE"	10-JAN-25 02.14.22.120000000 PM	10-JAN-25 02.14.23.283000000 PM	1	27216	28	""	""
14840	"TF743"	"marking  always NPA account table level"	"COMPLETE"	10-JAN-25 02.14.23.283000000 PM	10-JAN-25 02.14.24.117000000 PM	1	27216	28	""	""
14841	"TF743"	"marking  always STD CUSTOMER  level"	"COMPLETE"	10-JAN-25 02.14.24.117000000 PM	10-JAN-25 02.14.24.463000000 PM	0	27216	28	""	""
14842	"TF743"	"marking  always NPA CUSTOMER table level"	"COMPLETE"	10-JAN-25 02.14.24.480000000 PM	10-JAN-25 02.14.24.587000000 PM	0	27216	28	""	""
14843	"TF743"	"UPDATE Accounts whose customer is in always standaed category"	"COMPLETE"	10-JAN-25 02.14.24.587000000 PM	10-JAN-25 02.14.24.790000000 PM	0	27216	28	""	""
14844	"TF743"	"UPDATE Accounts whose customer is in always NPA category"	"COMPLETE"	10-JAN-25 02.14.24.790000000 PM	10-JAN-25 02.14.24.980000000 PM	0	27216	28	""	""
14845	"TF743"	"CurrAssetClassAlt_Key update in Account Cal from customer Cal systemAssetclassalt_key"	"COMPLETE"	10-JAN-25 02.14.24.980000000 PM	10-JAN-25 02.14.32.937000000 PM	8	27216	28	""	""
14846	"TF743"	"UPDATE InitialNpaDt AND FinalNpaDt AT Account  level from customer to account"	"COMPLETE"	10-JAN-25 02.14.32.937000000 PM	10-JAN-25 02.14.36.970000000 PM	4	27216	28	""	""
14847	"TF743"	"marking always NPA account table level where vision plus  AccountBlockcode2=K"	"COMPLETE"	10-JAN-25 02.14.36.970000000 PM	10-JAN-25 02.14.38.353000000 PM	2	27216	28	""	""
14848	"TF743"	"marking always NPA account table level where WriteOffAmount>0"	"COMPLETE"	10-JAN-25 02.14.38.353000000 PM	10-JAN-25 02.14.46.343000000 PM	8	27216	28	""	""
14849	"TF743"	"UPDATE PrvQtrRV  AT Customer level"	"COMPLETE"	10-JAN-25 02.14.46.343000000 PM	10-JAN-25 02.14.47.487000000 PM	1	27216	28	""	""
14850	"TF743"	"UPDATE CurntQtrRv  AT Customer level"	"COMPLETE"	10-JAN-25 02.14.47.487000000 PM	10-JAN-25 02.14.49.430000000 PM	2	27216	28	""	""
14851	"TF743"	"UPDATE SECURITY FLAG WHERE SECURITY AT CUSTOMER LEVEL BUT  SecApp UNSECURED AT ACCOUNT LEVEL"	"RUNNING"	10-JAN-25 02.14.49.430000000 PM			27216	28	""	""
14852	"TF743"	"update FlgAbinitio MARK at account level"	"COMPLETE"	10-JAN-25 02.14.49.727000000 PM	10-JAN-25 02.14.49.807000000 PM	0	27216	28	""	""
14853	"TF743"	"update FlgFITL MARK at account level"	"COMPLETE"	10-JAN-25 02.14.49.820000000 PM	10-JAN-25 02.14.49.900000000 PM	0	27216	28	""	""
14854	"TF743"	"UPDATE OVERDUESINCEDT FROM BILL DETAIL TABLE "	"COMPLETE"	10-JAN-25 02.14.49.900000000 PM	10-JAN-25 02.14.50.450000000 PM	1	27216	28	""	""
14855	"TF743"	"UPDATE CoverGovGur BILL AT ACCOUNT LEVEL"	"COMPLETE"	10-JAN-25 02.14.50.450000000 PM	10-JAN-25 02.14.50.827000000 PM	0	27216	28	""	""
14856	"TF743"	"UPDATE CoverGovGur PC AT ACCOUNT LEVEL"	"COMPLETE"	10-JAN-25 02.14.50.827000000 PM	10-JAN-25 02.14.51.347000000 PM	1	27216	28	""	""
14857	"TF743"	"UPDATE CoverGovGur DL AT ACCOUNT LEVEL"	"COMPLETE"	10-JAN-25 02.14.51.347000000 PM	10-JAN-25 02.14.51.833000000 PM	0	27216	28	""	""
14858	"TF743"	"UPDATE CoverGovGur CC AT ACCOUNT LEVEL"	"COMPLETE"	10-JAN-25 02.14.51.833000000 PM	10-JAN-25 02.14.52.227000000 PM	1	27216	28	""	""
14859	"TF743"	"UPDATE PrvQtrInt,CurQtrInt,CurQtrCredit,PreQtrCredit"	"COMPLETE"	10-JAN-25 02.14.52.243000000 PM	10-JAN-25 02.15.00.083000000 PM	8	27216	28	""	""
14860	"TF743"	"UPDATE INTNOTSERVICEDDT IN ##ACCOUNTCAL"	"COMPLETE"	10-JAN-25 02.15.00.083000000 PM	10-JAN-25 02.15.01.540000000 PM	1	27216	28	""	""
14861	"TF743"	"OVERDUE SINCE DATE IS AVAILABLE BUT OVERDUE AMOUT IS ZERO"	"COMPLETE"	10-JAN-25 02.15.01.540000000 PM	10-JAN-25 02.15.01.540000000 PM	0	27216	28	""	""
14862	"TF743"	"Stock statement date Data Preperation"	"COMPLETE"	10-JAN-25 02.15.01.557000000 PM	10-JAN-25 02.15.01.590000000 PM	0	27216	28	""	""
14863	"TF743"	"update stock statement date in ##ACCOUNTCAL"	"COMPLETE"	10-JAN-25 02.15.01.590000000 PM	10-JAN-25 02.15.02.053000000 PM	1	27216	28	""	""
14864	"TF743"	"UPDATE DerecognisedInterest1 AMT IN ##ACCOUNTCAL"	"COMPLETE"	10-JAN-25 02.15.02.053000000 PM	10-JAN-25 02.15.02.383000000 PM	0	27216	28	""	""
14865	"TF743"	"UPDATE DerecognisedInterest2 AMT IN ##ACCOUNTCAL"	"COMPLETE"	10-JAN-25 02.15.02.383000000 PM	10-JAN-25 02.15.02.713000000 PM	0	27216	28	""	""
14866	"TF743"	"UPDATE GovGurAmt FROM ADVACOTHERDETAIL"	"COMPLETE"	10-JAN-25 02.15.02.713000000 PM	10-JAN-25 02.15.03.007000000 PM	1	27216	28	""	""
14867	"TF743"	"UPDATE UnserviedInt FROM AdvAcFinancialDetail"	"COMPLETE"	10-JAN-25 02.15.03.007000000 PM	10-JAN-25 02.15.03.007000000 PM	0	27216	28	""	""
14868	"TF743"	"UPDATE FRAUD ACCOUNT MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	10-JAN-25 02.15.03.007000000 PM	10-JAN-25 02.15.03.087000000 PM	0	27216	28	""	""
14869	"TF743"	"UPDATE FRAUD ACCOUNT MARKING  IN ##CUSTOMERCAL"	"COMPLETE"	10-JAN-25 02.15.03.087000000 PM	10-JAN-25 02.15.03.320000000 PM	0	27216	28	""	""
14870	"TF743"	"UPDATE IBPC MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	10-JAN-25 02.15.03.320000000 PM	10-JAN-25 02.15.03.353000000 PM	0	27216	28	""	""
14871	"TF743"	"UPDATE Securitised MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	10-JAN-25 02.15.03.353000000 PM	10-JAN-25 02.15.03.367000000 PM	0	27216	28	""	""
14872	"TF743"	"UPDATE PUI MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	10-JAN-25 02.15.03.367000000 PM	10-JAN-25 02.15.03.400000000 PM	0	27216	28	""	""
14873	"TF743"	"UPDATE RFA MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	10-JAN-25 02.15.03.400000000 PM	10-JAN-25 02.15.03.480000000 PM	0	27216	28	""	""
14874	"TF743"	"UPDATE NonCooperative MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	10-JAN-25 02.15.03.493000000 PM	10-JAN-25 02.15.03.573000000 PM	0	27216	28	""	""
14875	"TF743"	"UPDATE Repossessed ACCOUNT MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	10-JAN-25 02.15.03.573000000 PM	10-JAN-25 02.15.04.060000000 PM	1	27216	28	""	""
14876	"TF743"	"UPDATE Inherent Weakness ACCOUNT MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	10-JAN-25 02.15.04.063000000 PM	10-JAN-25 02.15.04.397000000 PM	0	27216	28	""	""
12844	"TM857"	"UPDATE SYSASSETCLASSALT_KEY|SYSNPA_DT BY AADHARCARD NO"	"COMPLETE"	27-SEP-24 06.00.09.007000000 PM	27-SEP-24 06.00.09.007000000 PM	0	27271	4	""	""
12845	"TM857"	"SplCatg Alt_Key ACCOUNT LEVEL"	"COMPLETE"	27-SEP-24 06.00.09.007000000 PM	27-SEP-24 06.00.10.563000000 PM	1	27271	4	""	""
12846	"TM857"	"UPDATE SplCatg Alt_Key CUSTOMER LEVEL"	"COMPLETE"	27-SEP-24 06.00.10.563000000 PM	27-SEP-24 06.00.11.520000000 PM	1	27271	4	""	""
12847	"TM857"	"MARKING OF ALWAYS STD Account LEVEL"	"COMPLETE"	27-SEP-24 06.00.11.520000000 PM	27-SEP-24 06.00.12.507000000 PM	1	27271	4	""	""
12848	"TM857"	"marking  always NPA account table level"	"COMPLETE"	27-SEP-24 06.00.12.510000000 PM	27-SEP-24 06.00.13.180000000 PM	1	27271	4	""	""
12849	"TM857"	"marking  always STD CUSTOMER  level"	"COMPLETE"	27-SEP-24 06.00.13.180000000 PM	27-SEP-24 06.00.13.493000000 PM	0	27271	4	""	""
12850	"TM857"	"marking  always NPA CUSTOMER table level"	"COMPLETE"	27-SEP-24 06.00.13.493000000 PM	27-SEP-24 06.00.13.587000000 PM	0	27271	4	""	""
12851	"TM857"	"UPDATE Accounts whose customer is in always standaed category"	"COMPLETE"	27-SEP-24 06.00.13.587000000 PM	27-SEP-24 06.00.13.733000000 PM	0	27271	4	""	""
12852	"TM857"	"UPDATE Accounts whose customer is in always NPA category"	"COMPLETE"	27-SEP-24 06.00.13.733000000 PM	27-SEP-24 06.00.13.870000000 PM	0	27271	4	""	""
12853	"TM857"	"CurrAssetClassAlt_Key update in Account Cal from customer Cal systemAssetclassalt_key"	"COMPLETE"	27-SEP-24 06.00.13.870000000 PM	27-SEP-24 06.00.18.470000000 PM	5	27271	4	""	""
12854	"TM857"	"UPDATE InitialNpaDt AND FinalNpaDt AT Account  level from customer to account"	"COMPLETE"	27-SEP-24 06.00.18.473000000 PM	27-SEP-24 06.00.21.257000000 PM	3	27271	4	""	""
12855	"TM857"	"marking always NPA account table level where vision plus  AccountBlockcode2=K"	"COMPLETE"	27-SEP-24 06.00.21.257000000 PM	27-SEP-24 06.00.22.140000000 PM	1	27271	4	""	""
12856	"TM857"	"marking always NPA account table level where WriteOffAmount>0"	"COMPLETE"	27-SEP-24 06.00.22.140000000 PM	27-SEP-24 06.00.27.360000000 PM	5	27271	4	""	""
12857	"TM857"	"UPDATE PrvQtrRV  AT Customer level"	"COMPLETE"	27-SEP-24 06.00.27.360000000 PM	27-SEP-24 06.00.27.653000000 PM	0	27271	4	""	""
12858	"TM857"	"UPDATE CurntQtrRv  AT Customer level"	"COMPLETE"	27-SEP-24 06.00.27.653000000 PM	27-SEP-24 06.00.28.253000000 PM	1	27271	4	""	""
12859	"TM857"	"UPDATE SECURITY FLAG WHERE SECURITY AT CUSTOMER LEVEL BUT  SecApp UNSECURED AT ACCOUNT LEVEL"	"RUNNING"	27-SEP-24 06.00.28.253000000 PM			27271	4	""	""
12860	"TM857"	"update FlgAbinitio MARK at account level"	"COMPLETE"	27-SEP-24 06.00.28.380000000 PM	27-SEP-24 06.00.28.427000000 PM	0	27271	4	""	""
12861	"TM857"	"update FlgFITL MARK at account level"	"COMPLETE"	27-SEP-24 06.00.28.427000000 PM	27-SEP-24 06.00.28.487000000 PM	0	27271	4	""	""
12862	"TM857"	"UPDATE OVERDUESINCEDT FROM BILL DETAIL TABLE "	"COMPLETE"	27-SEP-24 06.00.28.487000000 PM	27-SEP-24 06.00.28.840000000 PM	0	27271	4	""	""
12863	"TM857"	"UPDATE CoverGovGur BILL AT ACCOUNT LEVEL"	"COMPLETE"	27-SEP-24 06.00.28.840000000 PM	27-SEP-24 06.00.29.073000000 PM	1	27271	4	""	""
12864	"TM857"	"UPDATE CoverGovGur PC AT ACCOUNT LEVEL"	"COMPLETE"	27-SEP-24 06.00.29.073000000 PM	27-SEP-24 06.00.29.300000000 PM	0	27271	4	""	""
12865	"TM857"	"UPDATE CoverGovGur DL AT ACCOUNT LEVEL"	"COMPLETE"	27-SEP-24 06.00.29.300000000 PM	27-SEP-24 06.00.29.543000000 PM	0	27271	4	""	""
12866	"TM857"	"UPDATE CoverGovGur CC AT ACCOUNT LEVEL"	"COMPLETE"	27-SEP-24 06.00.29.543000000 PM	27-SEP-24 06.00.29.680000000 PM	0	27271	4	""	""
12867	"TM857"	"UPDATE PrvQtrInt,CurQtrInt,CurQtrCredit,PreQtrCredit"	"COMPLETE"	27-SEP-24 06.00.29.680000000 PM	27-SEP-24 06.00.36.660000000 PM	7	27271	4	""	""
12868	"TM857"	"UPDATE INTNOTSERVICEDDT IN ##ACCOUNTCAL"	"COMPLETE"	27-SEP-24 06.00.36.660000000 PM	27-SEP-24 06.00.37.643000000 PM	1	27271	4	""	""
12869	"TM857"	"OVERDUE SINCE DATE IS AVAILABLE BUT OVERDUE AMOUT IS ZERO"	"COMPLETE"	27-SEP-24 06.00.37.643000000 PM	27-SEP-24 06.00.37.643000000 PM	0	27271	4	""	""
12870	"TM857"	"Stock statement date Data Preperation"	"COMPLETE"	27-SEP-24 06.00.37.643000000 PM	27-SEP-24 06.00.37.687000000 PM	0	27271	4	""	""
12871	"TM857"	"update stock statement date in ##ACCOUNTCAL"	"COMPLETE"	27-SEP-24 06.00.37.687000000 PM	27-SEP-24 06.00.37.867000000 PM	0	27271	4	""	""
12872	"TM857"	"UPDATE DerecognisedInterest1 AMT IN ##ACCOUNTCAL"	"COMPLETE"	27-SEP-24 06.00.37.867000000 PM	27-SEP-24 06.00.38.167000000 PM	1	27271	4	""	""
12873	"TM857"	"UPDATE DerecognisedInterest2 AMT IN ##ACCOUNTCAL"	"COMPLETE"	27-SEP-24 06.00.38.167000000 PM	27-SEP-24 06.00.38.467000000 PM	0	27271	4	""	""
12874	"TM857"	"UPDATE GovGurAmt FROM ADVACOTHERDETAIL"	"COMPLETE"	27-SEP-24 06.00.38.470000000 PM	27-SEP-24 06.00.38.620000000 PM	0	27271	4	""	""
12875	"TM857"	"UPDATE UnserviedInt FROM AdvAcFinancialDetail"	"COMPLETE"	27-SEP-24 06.00.38.620000000 PM	27-SEP-24 06.00.38.623000000 PM	0	27271	4	""	""
12876	"TM857"	"UPDATE FRAUD ACCOUNT MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	27-SEP-24 06.00.38.623000000 PM	27-SEP-24 06.00.38.673000000 PM	0	27271	4	""	""
12877	"TM857"	"UPDATE FRAUD ACCOUNT MARKING  IN ##CUSTOMERCAL"	"COMPLETE"	27-SEP-24 06.00.38.677000000 PM	27-SEP-24 06.00.38.853000000 PM	0	27271	4	""	""
12878	"TM857"	"UPDATE IBPC MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	27-SEP-24 06.00.38.853000000 PM	27-SEP-24 06.00.38.877000000 PM	0	27271	4	""	""
12879	"TM857"	"UPDATE Securitised MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	27-SEP-24 06.00.38.877000000 PM	27-SEP-24 06.00.38.893000000 PM	0	27271	4	""	""
12880	"TM857"	"UPDATE PUI MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	27-SEP-24 06.00.38.897000000 PM	27-SEP-24 06.00.38.910000000 PM	0	27271	4	""	""
12881	"TM857"	"UPDATE RFA MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	27-SEP-24 06.00.38.910000000 PM	27-SEP-24 06.00.38.960000000 PM	0	27271	4	""	""
12882	"TM857"	"UPDATE NonCooperative MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	27-SEP-24 06.00.38.960000000 PM	27-SEP-24 06.00.39.010000000 PM	1	27271	4	""	""
12883	"TM857"	"UPDATE Repossessed ACCOUNT MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	27-SEP-24 06.00.39.010000000 PM	27-SEP-24 06.00.39.287000000 PM	0	27271	4	""	""
12884	"TM857"	"UPDATE Inherent Weakness ACCOUNT MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	27-SEP-24 06.00.39.287000000 PM	27-SEP-24 06.00.39.520000000 PM	0	27271	4	""	""
12885	"TM857"	"UPDATE SARFAESI ACCOUNT MARKING IN ##ACCOUNTCAL"	"COMPLETE"	27-SEP-24 06.00.39.520000000 PM	27-SEP-24 06.00.39.797000000 PM	0	27271	4	""	""
12886	"TM857"	"UPDATE RC-Pending MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	27-SEP-24 06.00.39.797000000 PM	27-SEP-24 06.00.39.843000000 PM	0	27271	4	""	""
12887	"TM857"	"UPDATE Written-Off Accounts MARKING IN ##ACCOUNTCAL"	"COMPLETE"	27-SEP-24 06.00.39.843000000 PM	27-SEP-24 06.00.40.203000000 PM	1	27271	4	""	""
12888	"TM857"	"UPDATE CONDI_STD IN ##ACCOUNTCAL"	"COMPLETE"	27-SEP-24 06.00.40.203000000 PM	27-SEP-24 06.00.40.967000000 PM	0	27271	4	""	""
12889	"TM857"	"UPDATE Last Credit Date"	"COMPLETE"	27-SEP-24 06.00.40.967000000 PM	27-SEP-24 06.00.41.927000000 PM	1	27271	4	""	""
12890	"TM857"	"UPDATE AddlProvisionAmount  AT Account level"	"COMPLETE"	27-SEP-24 06.00.41.927000000 PM	27-SEP-24 06.00.41.927000000 PM	0	27271	4	""	""
12891	"TM857"	"MOC UPDATES AUTO AND MANUAL"	"COMPLETE"	27-SEP-24 06.00.45.090000000 PM	27-SEP-24 06.00.48.070000000 PM	3	27271	4	""	""
12892	"TM857"	"CoBorrower"	"COMPLETE"	27-SEP-24 06.00.48.070000000 PM	27-SEP-24 06.00.48.300000000 PM	0	27271	4	""	""
13002	"D2KT\DBSERVER$"	"UPDATE Repossessed ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	14-OCT-24 06.29.37.033000000 PM	14-OCT-24 06.29.37.043000000 PM	0	27210	3	""	""
13003	"D2KT\DBSERVER$"	"UPDATE Inherent Weakness ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	14-OCT-24 06.29.37.043000000 PM	14-OCT-24 06.29.37.057000000 PM	0	27210	3	""	""
13004	"D2KT\DBSERVER$"	"UPDATE SARFAESI ACCOUNT MARKING IN PRO.ACCOUNTCAL"	"COMPLETE"	14-OCT-24 06.29.37.057000000 PM	14-OCT-24 06.29.37.067000000 PM	0	27210	3	""	""
13005	"D2KT\DBSERVER$"	"UPDATE FRAUD ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	14-OCT-24 06.29.37.067000000 PM	14-OCT-24 06.29.37.073000000 PM	0	27210	3	""	""
13006	"D2KT\DBSERVER$"	"UPDATE EXCEPTIONAL DEGRADATION MARKING IN PRO.CUSTOMERCAL"	"COMPLETE"	14-OCT-24 06.29.37.073000000 PM	14-OCT-24 06.29.37.080000000 PM	0	27210	3	""	""
13007	"DM973"	"UPDATE Repossessed ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	14-OCT-24 06.48.24.533000000 PM	14-OCT-24 06.48.24.543000000 PM	0	27210	4	""	""
13008	"DM973"	"UPDATE Inherent Weakness ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	14-OCT-24 06.48.24.543000000 PM	14-OCT-24 06.48.24.553000000 PM	0	27210	4	""	""
13009	"DM973"	"UPDATE SARFAESI ACCOUNT MARKING IN PRO.ACCOUNTCAL"	"COMPLETE"	14-OCT-24 06.48.24.553000000 PM	14-OCT-24 06.48.24.567000000 PM	0	27210	4	""	""
13010	"DM973"	"UPDATE FRAUD ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	14-OCT-24 06.48.24.567000000 PM	14-OCT-24 06.48.24.573000000 PM	0	27210	4	""	""
13011	"DM973"	"UPDATE EXCEPTIONAL DEGRADATION MARKING IN PRO.CUSTOMERCAL"	"COMPLETE"	14-OCT-24 06.48.24.573000000 PM	14-OCT-24 06.48.24.580000000 PM	0	27210	4	""	""
13012	"D2KT\DBSERVER$"	"UPDATE Repossessed ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	14-OCT-24 07.05.45.970000000 PM	14-OCT-24 07.05.45.980000000 PM	0	27210	5	""	""
13013	"D2KT\DBSERVER$"	"UPDATE Inherent Weakness ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	14-OCT-24 07.05.45.980000000 PM	14-OCT-24 07.05.45.990000000 PM	0	27210	5	""	""
13014	"D2KT\DBSERVER$"	"UPDATE SARFAESI ACCOUNT MARKING IN PRO.ACCOUNTCAL"	"COMPLETE"	14-OCT-24 07.05.45.990000000 PM	14-OCT-24 07.05.46.000000000 PM	1	27210	5	""	""
13015	"D2KT\DBSERVER$"	"UPDATE FRAUD ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	14-OCT-24 07.05.46.000000000 PM	14-OCT-24 07.05.46.010000000 PM	0	27210	5	""	""
13016	"D2KT\DBSERVER$"	"UPDATE EXCEPTIONAL DEGRADATION MARKING IN PRO.CUSTOMERCAL"	"COMPLETE"	14-OCT-24 07.05.46.010000000 PM	14-OCT-24 07.05.46.013000000 PM	0	27210	5	""	""
13017	"DM973"	"UPDATE Repossessed ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	14-OCT-24 07.05.55.080000000 PM	14-OCT-24 07.05.55.093000000 PM	0	27210	6	""	""
13018	"DM973"	"UPDATE Inherent Weakness ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	14-OCT-24 07.05.55.093000000 PM	14-OCT-24 07.05.55.107000000 PM	0	27210	6	""	""
13019	"DM973"	"UPDATE SARFAESI ACCOUNT MARKING IN PRO.ACCOUNTCAL"	"COMPLETE"	14-OCT-24 07.05.55.107000000 PM	14-OCT-24 07.05.55.117000000 PM	0	27210	6	""	""
13020	"DM973"	"UPDATE FRAUD ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	14-OCT-24 07.05.55.120000000 PM	14-OCT-24 07.05.55.127000000 PM	0	27210	6	""	""
13021	"DM973"	"UPDATE EXCEPTIONAL DEGRADATION MARKING IN PRO.CUSTOMERCAL"	"COMPLETE"	14-OCT-24 07.05.55.127000000 PM	14-OCT-24 07.05.55.130000000 PM	0	27210	6	""	""
13022	"DM762"	"INSERT DATA FOR PRO.CUSTOMERCAL CAL TABLE"	"COMPLETE"	14-OCT-24 07.07.04.740000000 PM	14-OCT-24 07.07.07.923000000 PM	3	27286	23	""	""
13023	"DM762"	"INSERT DATA IN ACCOUNTCAL TABLE"	"COMPLETE"	14-OCT-24 07.07.07.923000000 PM	14-OCT-24 07.07.15.627000000 PM	8	27286	23	""	""
13024	"DM762"	"UPDATE PANNO"	"COMPLETE"	14-OCT-24 07.07.15.627000000 PM	14-OCT-24 07.07.15.757000000 PM	0	27286	23	""	""
13025	"DM762"	"UPDATE AADHAR NUMBER IN CUSTOMER CAL"	"COMPLETE"	14-OCT-24 07.07.15.757000000 PM	14-OCT-24 07.07.15.900000000 PM	0	27286	23	""	""
13026	"DM762"	"INSERT INVALID PANCARDNO|AADHARCARDNO"	"COMPLETE"	14-OCT-24 07.07.15.900000000 PM	14-OCT-24 07.07.15.990000000 PM	0	27286	23	""	""
